A,Quantity,Transaction,Store,Product
31925,2,98441,8,Wrapping Paper
31926,4,98444,10,Wrapping Paper
31927,2,98450,2,Wrapping Paper
31928,5,98453,7,Wrapping Paper
31929,15,98456,8,Pencils
31930,25,98462,4,Pens
31931,10,98483,8,Toothbrush
31932,1,98489,8,Toothpaste
31933,1,98489,8,Toothpaste
31934,1,98495,2,Toothpaste
31935,1,98495,2,Toothpaste
31936,1,98504,4,Pens
31937,1,98504,4,Pens
31938,1,98504,4,Pens
31939,4,98504,4,Soap
31940,1,98504,4,Soap
31941,1,98507,3,Pens
31942,1,98510,6,Pens
31943,1,98510,6,Pens
31944,1,98510,6,Pens
31945,3,98513,8,Pens
31946,1,98525,1,Pens
31947,3,98525,1,Pens
31948,2,98537,5,Photo Processing
31949,1,98540,9,Toothpaste
31950,1,98540,9,Toothpaste
31951,1,98540,9,Toothpaste
31952,7,98540,9,Toothpaste
31953,5,98540,9,Toothpaste
31954,1,98546,2,Bow
31955,1,98546,2,Bow
31956,2,98555,2,Pencils
31957,2,98555,2,Toothpaste
31958,1,98558,10,Pens
31959,1,98558,10,Pens
31960,1,98570,7,Candy Bar
31961,1,98573,5,Perfume
31962,2,98579,7,Pens
31963,2,98579,7,Greeting Cards
31964,1,98582,1,Magazine
31965,4,98585,6,Magazine
31966,1,98585,6,Magazine
31967,1,98585,6,Magazine
31968,1,98585,6,Magazine
31969,1,98585,6,Magazine
31970,2,98585,6,Magazine
31971,1,98603,4,Pencils
31972,1,98621,10,Toothpaste
31973,2,98624,1,Pencils
31974,1,98624,1,Toothpaste
31975,2,98624,1,Toothpaste
31976,1,98627,4,Toothpaste
31977,1,98627,4,Toothpaste
31978,1,98627,4,Pencils
31979,1,98633,10,Toothpaste
31980,1,98633,10,Toothpaste
31981,2,98636,7,Toothbrush
31982,1,98636,7,Pens
31983,1,98639,9,Pens
31984,1,98645,8,Toothpaste
31985,1,98645,8,Pencils
31986,1,98648,7,Pens
31987,1,98651,5,Toothpaste
31988,1,98651,5,Toothpaste
31989,1,98654,2,Toothpaste
31990,1,98654,2,Pencils
31991,1,98666,6,Pens
31992,1,98669,8,Pencils
31993,1,98669,8,Toothpaste
31994,2,98672,3,Toothbrush
31995,5,98684,8,Pain Reliever
31996,6,98687,9,Pain Reliever
31997,1,98690,5,Pain Reliever
31998,1,98690,5,Pain Reliever
31999,1,98693,2,Toothpaste
32000,1,98693,2,Candy Bar
32001,1,98696,4,Magazine
32002,1,98708,3,Perfume
32003,1,98714,8,Pens
32004,4,98720,2,Pain Reliever
32005,1,98723,2,Greeting Cards
32006,1,98723,2,Pencils
32007,1,98726,2,Pencils
32008,1,98732,7,Greeting Cards
32009,1,98732,7,Candy Bar
32010,1,98732,7,Candy Bar
32011,1,98747,8,Candy Bar
32012,1,98747,8,Candy Bar
32013,2,98747,8,Toothpaste
32014,1,98753,7,Pens
32015,1,98762,7,Greeting Cards
32016,1,98765,3,Greeting Cards
32017,1,98771,7,Candy Bar
32018,1,98771,7,Candy Bar
32019,2,98777,9,Pens
32020,1,98786,1,Magazine
32021,1,98786,1,Toothpaste
32022,1,98789,1,Perfume
32023,1,98792,1,Perfume
32024,1,98804,6,Greeting Cards
32025,1,98804,6,Greeting Cards
32026,1,98807,5,Pencils
32027,1,98807,5,Pencils
32028,1,98807,5,Pencils
32029,1,98807,5,Pencils
32030,1,98810,6,Photo Processing
32031,2,98816,6,Pens
32032,2,98816,6,Toothbrush
32033,1,98819,8,Bow
32034,1,98819,8,Bow
32035,1,98822,8,Pencils
32036,1,98822,8,Candy Bar
32037,1,98825,7,Candy Bar
32038,1,98840,5,Toothbrush
32039,3,98849,2,Perfume
32040,3,98849,2,Toothbrush
32041,2,98852,4,Wrapping Paper
32042,1,98864,7,Pain Reliever
32043,1,98873,10,Pens
32044,1,98876,10,Candy Bar
32045,2,98882,10,Pencils
32046,2,98885,2,Pens
32047,1,98888,3,Pens
32048,1,98900,1,Photo Processing
32049,1,98906,3,Magazine
32050,5,98906,3,Shampoo
32051,1,98909,1,Magazine
32052,1,98918,5,Wrapping Paper
32053,1,98918,5,Wrapping Paper
32054,1,98918,5,Wrapping Paper
32055,1,98918,5,Wrapping Paper
32056,1,98918,5,Wrapping Paper
32057,1,98918,5,Prescription Med
32058,1,98927,5,Wrapping Paper
32059,1,98933,5,Wrapping Paper
32060,1,98936,7,Wrapping Paper
32061,1,98936,7,Wrapping Paper
32062,3,98951,4,Candy Bar
32063,3,98951,4,Candy Bar
32064,1,98954,5,Photo Processing
32065,3,98957,7,Greeting Cards
32066,1,98960,1,Greeting Cards
32067,1,98963,10,Pencils
32068,1,98963,10,Magazine
32069,1,98969,6,Toothpaste
32070,1,98975,8,Toothpaste
32071,1,98978,8,Greeting Cards
32072,1,98987,2,Pens
32073,1,98990,2,Toothpaste
32074,1,98990,2,Candy Bar
32075,1,98990,2,Candy Bar
32076,1,98990,2,Candy Bar
32077,1,98993,2,Toothpaste
32078,1,99002,7,Magazine
32079,1,99017,4,Pencils
32080,1,99017,4,Greeting Cards
32081,1,99023,1,Candy Bar
32082,2,99026,5,Pens
32083,1,99026,5,Bow
32084,10,99026,5,Toothbrush
32085,1,99029,8,Pens
32086,2,99035,1,Soap
32087,1,99038,9,Bow
32088,1,99038,9,Bow
32089,1,99038,9,Bow
32090,1,99044,5,Soap
32091,1,99050,7,Bow
32092,1,99053,6,Magazine
32093,3,99071,8,Toothpaste
32094,1,99071,8,Toothpaste
32095,2,99071,8,Toothpaste
32096,1,99071,8,Toothpaste
32097,1,99071,8,Toothpaste
32098,1,99071,8,Toothpaste
32099,1,99071,8,Toothpaste
32100,1,99077,8,Toothpaste
32101,1,99077,8,Toothpaste
32102,2,99092,3,Shampoo
32103,1,99116,7,Shampoo
32104,1,99125,9,Toothpaste
32105,1,99131,1,Greeting Cards
32106,1,99131,1,Candy Bar
32107,1,99131,1,Candy Bar
32108,1,99131,1,Magazine
32109,1,99137,9,Magazine
32110,3,99146,7,Perfume
32111,1,99149,4,Magazine
32112,1,99149,4,Photo Processing
32113,3,99155,1,Candy Bar
32114,1,99167,8,Greeting Cards
32115,1,99167,8,Greeting Cards
32116,1,99167,8,Greeting Cards
32117,1,99167,8,Greeting Cards
32118,1,99167,8,Magazine
32119,1,99170,1,Magazine
32120,1,99170,1,Perfume
32121,6,99170,1,Toothbrush
32122,1,99179,3,Toothpaste
32123,1,99182,7,Toothpaste
32124,1,99191,5,Toothpaste
32125,1,99206,7,Pencils
32126,1,99209,1,Pencils
32127,1,99212,3,Pencils
32128,1,99215,8,Pencils
32129,1,99218,9,Magazine
32130,1,99218,9,Magazine
32131,1,99221,2,Pens
32132,2,99227,8,Magazine
32133,1,99227,8,Magazine
32134,1,99227,8,Pens
32135,1,99230,9,Photo Processing
32136,1,99236,6,Pens
32137,1,99245,2,Magazine
32138,1,99245,2,Magazine
32139,1,99245,2,Magazine
32140,1,99245,2,Magazine
32141,1,99248,2,Photo Processing
32142,2,99251,9,Wrapping Paper
32143,1,99251,9,Wrapping Paper
32144,1,99251,9,Wrapping Paper
32145,2,99251,9,Wrapping Paper
32146,2,99251,9,Wrapping Paper
32147,2,99251,9,Prescription Med
32148,2,99254,5,Wrapping Paper
32149,2,99257,5,Wrapping Paper
32150,1,99272,6,Pencils
32151,1,99275,8,Greeting Cards
32152,1,99278,8,Toothpaste
32153,1,99278,8,Toothpaste
32154,1,99278,8,Toothpaste
32155,1,99278,8,Toothpaste
32156,1,99281,5,Greeting Cards
32157,1,99290,5,Greeting Cards
32158,1,99302,9,Magazine
32159,1,99305,5,Pencils
32160,1,99305,5,Pencils
32161,1,99308,8,Toothpaste
32162,1,99311,2,Pens
32163,1,99311,2,Pens
32164,2,99320,9,Greeting Cards
32165,1,99326,6,Pens
32166,1,99329,9,Perfume
32167,1,99332,5,Greeting Cards
32168,1,99335,6,Magazine
32169,5,99335,6,Magazine
32170,1,99335,6,Magazine
32171,1,99341,6,Greeting Cards
32172,1,99341,6,Magazine
32173,1,99341,6,Magazine
32174,1,99341,6,Candy Bar
32175,1,99341,6,Pens
32176,14,99347,8,Soap
32177,1,99353,6,Pens
32178,2,99353,6,Magazine
32179,3,99353,6,Magazine
32180,1,99356,7,Greeting Cards
32181,1,99356,7,Greeting Cards
32182,2,99371,8,Magazine
32183,4,99371,8,Candy Bar
32184,2,99371,8,Candy Bar
32185,8,99371,8,Candy Bar
32186,2,99371,8,Candy Bar
32187,2,99371,8,Candy Bar
32188,1,99374,10,Candy Bar
32189,1,99374,10,Candy Bar
32190,1,99374,10,Candy Bar
32191,1,99374,10,Candy Bar
32192,1,99374,10,Magazine
32193,1,99377,3,Candy Bar
32194,1,99380,3,Magazine
32195,1,99380,3,Candy Bar
32196,1,99380,3,Candy Bar
32197,2,99380,3,Candy Bar
32198,1,99380,3,Candy Bar
32199,1,99383,6,Candy Bar
32200,1,99383,6,Candy Bar
32201,2,99383,6,Candy Bar
32202,1,99383,6,Candy Bar
32203,1,99383,6,Magazine
32204,1,99392,3,Magazine
32205,2,99395,3,Perfume
32206,4,99398,7,Magazine
32207,4,99398,7,Candy Bar
32208,4,99398,7,Pencils
32209,10,99401,6,Pencils
32210,1,99401,6,Magazine
32211,9,99401,6,Candy Bar
32212,5,99407,10,Magazine
32213,2,99407,10,Pencils
32214,5,99407,10,Pencils
32215,5,99407,10,Candy Bar
32216,2,99416,8,Magazine
32217,1,99425,9,Markers
32218,1,99428,7,Magazine
32219,1,99431,9,Magazine
32220,1,99431,9,Wrapping Paper
32221,1,99431,9,Wrapping Paper
32222,1,99431,9,Wrapping Paper
32223,1,99434,9,Markers
32224,1,99440,4,Wrapping Paper
32225,3,99458,10,Magazine
32226,3,99458,10,Perfume
32227,3,99458,10,Toothbrush
32228,2,99461,3,Toothpaste
32229,4,99461,3,Toothpaste
32230,1,99461,3,Greeting Cards
32231,1,99467,10,Toothpaste
32232,2,99470,2,Perfume
32233,2,99470,2,Magazine
32234,1,99476,10,Toothpaste
32235,1,99476,10,Toothpaste
32236,2,99476,10,Toothpaste
32237,1,99476,10,Toothpaste
32238,1,99476,10,Toothpaste
32239,1,99476,10,Toothpaste
32240,1,99476,10,Toothpaste
32241,1,99476,10,Toothpaste
32242,1,99476,10,Toothpaste
32243,1,99476,10,Toothpaste
32244,1,99476,10,Toothpaste
32245,1,99476,10,Toothpaste
32246,1,99476,10,Toothpaste
32247,1,99476,10,Wrapping Paper
32248,1,99476,10,Wrapping Paper
32249,2,99476,10,Greeting Cards
32250,1,99476,10,Greeting Cards
32251,2,99479,10,Toothpaste
32252,2,99479,10,Toothpaste
32253,4,99479,10,Toothpaste
32254,2,99479,10,Toothpaste
32255,2,99479,10,Toothpaste
32256,11,99491,10,Toothbrush
32257,2,99491,10,Toothbrush
32258,5,99491,10,Perfume
32259,1,99503,2,Toothpaste
32260,1,99503,2,Candy Bar
32261,3,99503,2,Greeting Cards
32262,1,99503,2,Magazine
32263,1,99503,2,Pencils
32264,1,99509,4,Greeting Cards
32265,1,99524,9,Candy Bar
32266,1,99524,9,Toothpaste
32267,4,99530,5,Wrapping Paper
32268,2,99539,6,Toothpaste
32269,3,99539,6,Toothpaste
32270,3,99542,9,Bow
32271,10,99548,5,Photo Processing
32272,4,99551,2,Photo Processing
32273,4,99563,1,Perfume
32274,1,99566,3,Pens
32275,1,99566,3,Magazine
32276,1,99569,6,Perfume
32277,2,99581,9,Greeting Cards
32278,1,99581,9,Pens
32279,2,99581,9,Candy Bar
32280,1,99590,2,Magazine
32281,2,99593,10,Greeting Cards
32282,1,99596,7,Pens
32283,1,99602,2,Toothpaste
32284,1,99602,2,Toothpaste
32285,1,99602,2,Toothpaste
32286,1,99602,2,Magazine
32287,2,99605,8,Greeting Cards
32288,1,99620,4,Photo Processing
32289,1,99629,2,Greeting Cards
32290,3,99629,2,Pens
32291,4,99632,5,Greeting Cards
32292,1,99647,10,Candy Bar
32293,2,99647,10,Greeting Cards
32294,2,99650,2,Pens
32295,1,99653,8,Soap
32296,1,99656,5,Toothpaste
32297,1,99671,6,Toothpaste
32298,1,99674,9,Toothpaste
32299,2,99680,6,Magazine
32300,1,99680,6,Magazine
32301,1,99680,6,Magazine
32302,1,99680,6,Candy Bar
32303,2,99683,9,Candy Bar
32304,2,99683,9,Greeting Cards
32305,1,99689,8,Soap
32306,1,99692,6,Photo Processing
32307,1,99701,6,Toothpaste
32308,1,99704,6,Toothpaste
32309,1,99704,6,Magazine
32310,1,99707,9,Toothpaste
32311,1,99722,5,Greeting Cards
32312,1,99728,10,Magazine
32313,1,99734,8,Toothpaste
32314,1,99737,7,Wrapping Paper
32315,2,99740,8,Magazine
32316,10,99752,9,Toothbrush
32317,1,99752,9,Pens
32318,3,99752,9,Pens
32319,1,99752,9,Bow
32320,1,99752,9,Bow
32321,1,99752,9,Bow
32322,1,99752,9,Bow
32323,1,99752,9,Toothpaste
32324,2,99752,9,Toothpaste
32325,1,99752,9,Toothpaste
32326,1,99752,9,Toothpaste
32327,1,99752,9,Toothpaste
32328,1,99752,9,Shampoo
32329,4,99755,9,Wrapping Paper
32330,2,99770,1,Magazine
32331,1,99773,10,Pens
32332,1,99773,10,Pens
32333,1,99779,7,Bow
32334,1,99797,4,Candy Bar
32335,1,99797,4,Candy Bar
32336,2,99806,8,Pens
32337,1,99806,8,Magazine
32338,2,99806,8,Greeting Cards
32339,2,99806,8,Greeting Cards
32340,33,99809,6,Magazine
32341,1,99818,4,Shampoo
32342,1,99818,4,Shampoo
32343,2,99818,4,Shampoo
32344,1,99824,2,Shampoo
32345,2,99827,2,Soap
32346,1,99836,5,Greeting Cards
32347,1,99839,1,Greeting Cards
32348,1,99839,1,Magazine
32349,2,99839,1,Toothpaste
32350,2,99845,2,Toothpaste
32351,1,99845,2,Candy Bar
32352,2,99845,2,Candy Bar
32353,1,99848,1,Greeting Cards
32354,1,99851,10,Magazine
32355,1,99854,5,Magazine
32356,1,99863,4,Candy Bar
32357,10,99866,5,Magazine
32358,1,99869,1,Pens
32359,1,99872,7,Pens
32360,1,99881,9,Photo Processing
32361,1,99881,9,Photo Processing
32362,1,99887,3,Toothpaste
32363,1,99890,6,Candy Bar
32364,1,99890,6,Magazine
32365,1,99890,6,Toothpaste
32366,1,99896,6,Magazine
32367,1,99902,1,Greeting Cards
32368,1,99902,1,Magazine
32369,1,99908,4,Pencils
32370,1,99911,4,Magazine
32371,2,99911,4,Magazine
32372,2,99911,4,Pens
32373,1,99914,6,Perfume
32374,6,99917,6,Pencils
32375,1,99926,4,Pencils
32376,1,99926,4,Pencils
32377,1,99926,4,Pencils
32378,1,99926,4,Candy Bar
32379,1,99929,1,Candy Bar
32380,1,99929,1,Pencils
32381,1,99929,1,Pencils
32382,1,99929,1,Pencils
32383,1,99932,7,Toothpaste
32384,1,99935,8,Bow
32385,1,99944,9,Magazine
32386,1,99944,9,Magazine
32387,1,99944,9,Greeting Cards
32388,1,99947,5,Photo Processing
32389,4,99959,2,Magazine
32390,1,99959,2,Magazine
32391,1,99959,2,Magazine
32392,4,99959,2,Magazine
32393,1,99959,2,Magazine
32394,2,99959,2,Magazine
32395,4,99959,2,Magazine
32396,7,99959,2,Magazine
32397,1,99959,2,Magazine
32398,2,99959,2,Magazine
32399,2,99959,2,Magazine
32400,2,99959,2,Magazine
32401,2,99965,5,Pain Reliever
32402,1,99965,5,Pain Reliever
32403,2,99965,5,Pain Reliever
32404,1,99968,1,Greeting Cards
32405,1,99971,5,Pencils
32406,1,99971,5,Pencils
32407,1,99971,5,Magazine
32408,1,99974,5,Toothpaste
32409,1,99974,5,Magazine
32410,1,99974,5,Candy Bar
32411,1,99974,5,Candy Bar
32412,1,99974,5,Candy Bar
32413,1,99977,3,Bow
32414,1,99977,3,Bow
32415,1,99977,3,Bow
32416,1,99977,3,Bow
32417,2,99977,3,Toothpaste
32418,1,99977,3,Toothpaste
32419,1,99977,3,Toothpaste
32420,1,99977,3,Toothpaste
32421,1,99977,3,Toothpaste
32422,1,99977,3,Toothpaste
32423,1,99977,3,Toothpaste
32424,28,99977,3,Perfume
32425,17,99977,3,Toothbrush
32426,30,99983,7,Perfume
32427,2,99992,10,Toothbrush
32428,1,99995,6,Candy Bar
32429,1,99998,4,Candy Bar
32430,2,99998,4,Candy Bar
32431,1,99998,4,Candy Bar
32432,1,99998,4,Candy Bar
32433,1,99998,4,Magazine
32434,1,99998,4,Toothpaste
32435,2,99998,4,Toothpaste
32436,1,99998,4,Toothpaste
32437,1,100001,3,Candy Bar
32438,1,100007,10,Toothpaste
32439,1,100007,10,Toothpaste
32440,1,100007,10,Toothpaste
32441,1,100007,10,Toothpaste
32442,1,100007,10,Toothpaste
32443,1,100007,10,Toothpaste
32444,1,100007,10,Toothpaste
32445,1,100010,6,Magazine
32446,4,100013,10,Wrapping Paper
32447,1,100016,6,Magazine
32448,1,100016,6,Pencils
32449,1,100016,6,Candy Bar
32450,1,100016,6,Candy Bar
32451,1,100016,6,Candy Bar
32452,1,100016,6,Candy Bar
32453,1,100016,6,Toothpaste
32454,2,100016,6,Toothpaste
32455,1,100016,6,Greeting Cards
32456,1,100019,4,Magazine
32457,1,100019,4,Pencils
32458,1,100022,8,Pencils
32459,4,100025,1,Magazine
32460,7,100025,1,Magazine
32461,4,100025,1,Magazine
32462,1,100025,1,Magazine
32463,1,100028,2,Photo Processing
32464,2,100037,5,Magazine
32465,2,100049,8,Pencils
32466,2,100049,8,Candy Bar
32467,1,100049,8,Candy Bar
32468,1,100049,8,Toothpaste
32469,1,100049,8,Toothpaste
32470,1,100049,8,Toothpaste
32471,1,100055,7,Soap
32472,1,100055,7,Soap
32473,1,100055,7,Soap
32474,1,100064,8,Toothpaste
32475,1,100064,8,Toothpaste
32476,1,100064,8,Candy Bar
32477,1,100064,8,Candy Bar
32478,4,100064,8,Pencils
32479,5,100076,10,Perfume
32480,1,100076,10,Perfume
32481,1,100076,10,Perfume
32482,8,100076,10,Perfume
32483,1,100076,10,Magazine
32484,8,100076,10,Magazine
32485,1,100076,10,Magazine
32486,14,100076,10,Toothbrush
32487,1,100085,8,Candy Bar
32488,1,100085,8,Candy Bar
32489,1,100085,8,Candy Bar
32490,1,100085,8,Candy Bar
32491,1,100085,8,Magazine
32492,1,100088,6,Wrapping Paper
32493,2,100088,6,Toothpaste
32494,1,100091,5,Toothbrush
32495,3,100094,7,Perfume
32496,1,100097,6,Perfume
32497,2,100097,6,Toothbrush
32498,1,100097,6,Magazine
32499,1,100103,10,Perfume
32500,1,100109,4,Toothpaste
32501,1,100109,4,Toothpaste
32502,1,100112,3,Perfume
32503,1,100112,3,Magazine
32504,1,100115,10,Bow
32505,1,100118,2,Candy Bar
32506,1,100118,2,Candy Bar
32507,1,100118,2,Candy Bar
32508,1,100118,2,Candy Bar
32509,1,100118,2,Candy Bar
32510,1,100121,5,Magazine
32511,1,100124,8,Perfume
32512,3,100127,10,Pens
32513,3,100130,2,Magazine
32514,1,100139,8,Toothpaste
32515,2,100142,6,Magazine
32516,2,100142,6,Candy Bar
32517,2,100142,6,Candy Bar
32518,2,100142,6,Candy Bar
32519,2,100142,6,Candy Bar
32520,2,100142,6,Candy Bar
32521,1,100148,5,Pens
32522,1,100151,7,Perfume
32523,2,100157,10,Candy Bar
32524,1,100157,10,Perfume
32525,1,100160,9,Photo Processing
32526,4,100166,6,Pencils
32527,1,100166,6,Pens
32528,2,100175,4,Pain Reliever
32529,12,100175,4,Pain Reliever
32530,1,100190,4,Toothpaste
32531,1,100193,7,Toothpaste
32532,1,100193,7,Toothpaste
32533,1,100193,7,Pens
32534,1,100193,7,Pencils
32535,1,100193,7,Greeting Cards
32536,2,100199,3,Greeting Cards
32537,1,100202,3,Pens
32538,1,100205,4,Perfume
32539,2,100220,1,Candy Bar
32540,1,100223,9,Pens
32541,1,100226,1,Pens
32542,2,100226,1,Pens
32543,1,100226,1,Toothpaste
32544,1,100226,1,Toothpaste
32545,2,100226,1,Toothpaste
32546,1,100226,1,Toothpaste
32547,1,100226,1,Toothpaste
32548,1,100226,1,Toothpaste
32549,2,100226,1,Toothpaste
32550,2,100229,9,Toothpaste
32551,1,100232,10,Candy Bar
32552,1,100235,10,Candy Bar
32553,1,100235,10,Greeting Cards
32554,1,100241,3,Toothpaste
32555,1,100241,3,Toothpaste
32556,1,100241,3,Toothpaste
32557,1,100241,3,Toothpaste
32558,1,100241,3,Candy Bar
32559,1,100241,3,Candy Bar
32560,1,100241,3,Candy Bar
32561,1,100241,3,Candy Bar
32562,1,100241,3,Candy Bar
32563,1,100241,3,Candy Bar
32564,1,100241,3,Candy Bar
32565,1,100241,3,Candy Bar
32566,1,100256,7,Candy Bar
32567,4,100265,1,Toothpaste
32568,1,100277,2,Pens
32569,2,100280,4,Candy Bar
32570,2,100280,4,Candy Bar
32571,2,100280,4,Candy Bar
32572,2,100280,4,Candy Bar
32573,2,100280,4,Candy Bar
32574,2,100280,4,Magazine
32575,1,100283,3,Greeting Cards
32576,4,100289,3,Pencils
32577,1,100298,3,Pens
32578,1,100307,5,Pencils
32579,2,100313,1,Pencils
32580,2,100313,1,Pencils
32581,1,100319,2,Soap
32582,1,100325,6,Greeting Cards
32583,1,100325,6,Greeting Cards
32584,1,100325,6,Greeting Cards
32585,1,100325,6,Greeting Cards
32586,1,100325,6,Greeting Cards
32587,1,100328,10,Toothpaste
32588,1,100328,10,Toothpaste
32589,1,100328,10,Toothpaste
32590,1,100328,10,Toothpaste
32591,1,100340,6,Pencils
32592,1,100346,1,Pens
32593,1,100349,9,Wrapping Paper
32594,1,100352,4,Pencils
32595,1,100355,4,Greeting Cards
32596,1,100358,9,Toothpaste
32597,2,100364,10,Greeting Cards
32598,4,100370,4,Greeting Cards
32599,1,100382,5,Magazine
32600,2,100385,6,Candy Bar
32601,2,100385,6,Candy Bar
32602,2,100385,6,Pens
32603,2,100388,7,Magazine
32604,2,100391,5,Magazine
32605,1,100394,1,Pens
32606,2,100394,1,Pens
32607,12,100397,8,Toothbrush
32608,1,100400,2,Candy Bar
32609,1,100400,2,Candy Bar
32610,1,100400,2,Candy Bar
32611,1,100403,6,Candy Bar
32612,1,100403,6,Shampoo
32613,1,100403,6,Bow
32614,3,100403,6,Bow
32615,1,100403,6,Bow
32616,2,100403,6,Bow
32617,1,100403,6,Bow
32618,4,100403,6,Toothbrush
32619,1,100403,6,Magazine
32620,1,100403,6,Magazine
32621,2,100403,6,Magazine
32622,1,100406,9,Shampoo
32623,1,100406,9,Shampoo
32624,1,100406,9,Shampoo
32625,1,100406,9,Shampoo
32626,1,100406,9,Shampoo
32627,1,100406,9,Magazine
32628,1,100412,7,Toothbrush
32629,6,100415,8,Pens
32630,4,100415,8,Greeting Cards
32631,1,100418,6,Toothpaste
32632,1,100418,6,Toothpaste
32633,2,100421,10,Wrapping Paper
32634,2,100421,10,Wrapping Paper
32635,2,100421,10,Wrapping Paper
32636,2,100421,10,Wrapping Paper
32637,2,100421,10,Wrapping Paper
32638,2,100421,10,Toothpaste
32639,19,100421,10,Magazine
32640,2,100421,10,Magazine
32641,8,100421,10,Magazine
32642,4,100421,10,Magazine
32643,1,100421,10,Magazine
32644,1,100421,10,Bow
32645,3,100421,10,Bow
32646,3,100421,10,Bow
32647,3,100421,10,Bow
32648,3,100421,10,Bow
32649,5,100421,10,Bow
32650,14,100421,10,Photo Processing
32651,6,100421,10,Photo Processing
32652,6,100430,1,Photo Processing
32653,1,100430,1,Photo Processing
32654,2,100436,3,Wrapping Paper
32655,12,100439,3,Photo Processing
32656,3,100442,7,Photo Processing
32657,2,100448,10,Photo Processing
32658,6,100451,2,Photo Processing
32659,6,100451,2,Photo Processing
32660,12,100451,2,Toothbrush
32661,3,100451,2,Magazine
32662,3,100451,2,Magazine
32663,15,100451,2,Magazine
32664,2,100457,8,Greeting Cards
32665,2,100457,8,Greeting Cards
32666,2,100457,8,Magazine
32667,2,100457,8,Magazine
32668,2,100457,8,Magazine
32669,2,100457,8,Magazine
32670,2,100457,8,Candy Bar
32671,2,100457,8,Candy Bar
32672,2,100457,8,Candy Bar
32673,2,100457,8,Candy Bar
32674,2,100460,6,Pens
32675,2,100460,6,Pens
32676,1,100463,1,Wrapping Paper
32677,1,100466,8,Wrapping Paper
32678,2,100472,6,Pens
32679,2,100475,6,Photo Processing
32680,2,100484,6,Pens
32681,2,100499,8,Pencils
32682,2,100499,8,Magazine
32683,2,100511,6,Soap
32684,3,100514,8,Greeting Cards
32685,8,100514,8,Pencils
32686,8,100517,9,Magazine
32687,1,100520,8,Magazine
32688,2,100532,2,Pens
32689,1,100538,2,Pens
32690,1,100538,2,Candy Bar
32691,2,100538,2,Greeting Cards
32692,1,100541,5,Toothbrush
32693,3,100547,3,Pain Reliever
32694,1,100556,1,Photo Processing
32695,8,100571,10,Pens
32696,1,100580,9,Greeting Cards
32697,1,100592,1,Pens
32698,3,100595,3,Pens
32699,9,100604,10,Pens
32700,4,100607,2,Perfume
32701,1,100610,2,Pens
32702,1,100610,2,Magazine
32703,1,100619,10,Candy Bar
32704,4,100622,1,Pens
32705,2,100625,8,Pens
32706,2,100628,10,Pens
32707,1,100631,10,Greeting Cards
32708,1,100631,10,Greeting Cards
32709,1,100637,7,Soap
32710,1,100640,8,Magazine
32711,1,100640,8,Magazine
32712,1,100640,8,Photo Processing
32713,1,100640,8,Photo Processing
32714,1,100640,8,Candy Bar
32715,1,100649,5,Pens
32716,1,100655,4,Pens
32717,1,100661,2,Magazine
32718,1,100664,7,Greeting Cards
32719,1,100667,7,Pens
32720,1,100670,4,Candy Bar
32721,1,100673,10,Magazine
32722,1,100673,10,Pens
32723,1,100682,1,Pencils
32724,3,100688,2,Bow
32725,2,100688,2,Bow
32726,2,100688,2,Bow
32727,10,100688,2,Toothbrush
32728,4,100694,4,Bow
32729,2,100694,4,Bow
32730,2,100694,4,Bow
32731,2,100694,4,Bow
32732,1,100694,4,Bow
32733,1,100703,5,Bow
32734,1,100703,5,Bow
32735,1,100703,5,Bow
32736,4,100706,2,Bow
32737,1,100715,8,Magazine
32738,1,100721,7,Candy Bar
32739,6,100730,10,Pens
32740,2,100733,1,Pens
32741,1,100736,6,Toothpaste
32742,1,100736,6,Toothpaste
32743,1,100736,6,Toothpaste
32744,1,100736,6,Toothpaste
32745,1,100739,3,Toothpaste
32746,1,100739,3,Toothpaste
32747,1,100739,3,Toothpaste
32748,1,100739,3,Toothpaste
32749,1,100739,3,Greeting Cards
32750,1,100742,7,Pens
32751,1,100748,8,Greeting Cards
32752,1,100748,8,Pencils
32753,1,100748,8,Magazine
32754,8,100751,2,Perfume
32755,4,100751,2,Perfume
32756,3,100760,5,Pens
32757,1,100763,5,Magazine
32758,1,100769,1,Greeting Cards
32759,1,100772,8,Pens
32760,1,100793,5,Pens
32761,1,100799,9,Magazine
32762,1,100799,9,Magazine
32763,2,100802,8,Candy Bar
32764,2,100802,8,Greeting Cards
32765,2,100805,10,Greeting Cards
32766,1,100814,3,Bow
32767,1,100814,3,Bow
32768,1,100817,9,Bow
32769,1,100820,5,Photo Processing
32770,1,100823,7,Pencils
32771,1,100823,7,Pencils
32772,1,100826,1,Pencils
32773,1,100829,9,Pens
32774,1,100832,10,Toothpaste
32775,1,100832,10,Candy Bar
32776,1,100835,3,Candy Bar
32777,1,100844,3,Pens
32778,1,100865,3,Soap
32779,1,100868,6,Candy Bar
32780,1,100868,6,Candy Bar
32781,1,100868,6,Candy Bar
32782,2,100868,6,Greeting Cards
32783,1,100874,9,Candy Bar
32784,1,100874,9,Candy Bar
32785,1,100874,9,Perfume
32786,1,100874,9,Magazine
32787,1,100874,9,Toothpaste
32788,1,100877,4,Toothpaste
32789,2,100877,4,Candy Bar
32790,2,100877,4,Candy Bar
32791,2,100877,4,Candy Bar
